LATITUDE,LONGITUDE,ScaledCountPerMinute,OBSERVATION COUNT,Season_Northeast Monsoon,Season_Second Inter-monsoon,Season_Southwest Monsoon,Season_Unknown,Season_Time,TimeOfDay_Evening,TimeOfDay_Morning
6.188598,81.2200356,-0.07618886774845061,4.0,True,False,False,False,False,False,False
6.188598,81.2200356,-0.037472664611259775,6.0,True,False,False,False,True,False,True
6.188598,81.2200356,-0.0765376623713082,4.0,True,False,False,False,True,False,True
6.188598,81.2200356,-0.08142078709131424,,True,False,False,False,True,False,True
6.188598,81.2200356,-0.0791476083423459,3.0,True,False,False,False,True,False,True
6.188598,81.2200356,-0.08142078709131424,,True,False,False,False,False,False,False
6.188598,81.2200356,-0.07922338096731152,3.0,True,False,False,False,True,False,True
6.188598,81.2200356,-0.07922338096731152,3.0,True,False,False,False,True,False,True
6.1065464,81.050595,-0.08142078709131424,,True,False,False,False,False,False,False
6.188598,81.2200356,-0.08142078709131424,,True,False,False,False,True,False,True
6.2009688,81.195205,-0.06609004669129524,3.0,True,False,False,False,False,True,False
6.200155,81.1985585,-0.06696416785445422,5.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.07421617684868237,4.0,True,False,False,False,True,False,True
6.200155,81.1985585,-0.0763105402913079,2.0,True,False,False,False,False,True,False
6.208067,81.20734,-0.07455389295380573,4.0,True,False,False,False,False,False,False
6.1963995,81.2109113,-0.06398105594843549,20.0,True,False,False,False,True,False,True
6.210861,81.190059,-0.023594310143874163,40.0,True,False,False,False,False,False,False
6.1963995,81.2109113,-0.06398105594843549,20.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.08142078709131424,,False,False,False,False,False,False,True
6.197448,81.2148906,-0.07095694840558699,11.0,False,False,False,False,False,False,True
6.200719,81.199293,-0.077313485924954,2.0,False,False,False,False,False,False,False
6.2010931,81.1973712,-0.07695148650012226,6.0,False,False,False,False,False,False,True
6.1994514,81.2129668,-0.008173916291223476,4.0,False,False,False,False,False,False,True
6.1963995,81.2109113,-0.07870794002464421,1.0,False,False,False,False,False,False,True
6.1994514,81.2129668,-0.008173916291223476,4.0,False,False,False,False,False,False,True
6.1963995,81.2109113,-0.07870794002464421,1.0,False,False,False,False,False,False,True
6.2740086,81.2276923,-0.008173916291223476,1.0,False,True,False,False,False,False,False
6.2740086,81.2276923,-0.05888328838359401,4.0,False,True,False,False,False,False,False
6.2740086,81.2276923,-0.008173916291223476,2.0,False,True,False,False,False,False,False
6.2740086,81.2276923,-0.05212203877127793,2.0,False,True,False,False,False,False,False
6.1990936,81.2104225,-0.08142078709131424,,False,True,False,False,False,False,True
6.1990936,81.2104225,0.13831982530895806,6.0,False,False,False,True,False,False,False
6.2092156,81.2087333,-0.07531688119130667,2.0,False,False,False,True,False,False,False
6.2083074,81.2092193,-0.0765376623713082,12.0,False,False,False,True,False,False,False
6.2083074,81.2092193,-0.07200333227415971,3.0,False,False,False,True,False,True,False
6.2083074,81.2092193,-0.07849091225931061,2.0,False,False,False,True,False,False,True
6.2930334,81.1240923,0.13831982530895806,1.0,False,False,False,True,False,False,False
6.304008,81.1443047,-0.06144436778219857,1.0,False,False,False,True,False,False,False
6.1990936,81.2104225,-0.08142078709131424,,False,False,False,True,False,False,True
6.3266527,81.1286619,0.13831982530895806,15.0,True,False,False,False,False,True,False
6.1963995,81.2109113,0.06507295450886728,20.0,True,False,False,False,False,False,False
6.2009,81.1986,21.892640452935918,100.0,True,False,False,False,False,False,False
6.1994514,81.2129668,-0.07226492824130289,1.0,True,False,False,False,False,False,False
6.3425632,81.1506104,0.044145277137412786,8.0,True,False,False,False,False,False,False
6.2013975,81.1957455,-0.07409610001130516,1.0,True,False,False,False,False,False,False
6.2011736,81.1972238,-0.07592727178130743,3.0,True,False,False,False,True,False,True
6.2010865,81.1970094,-0.07816537061131021,2.0,True,False,False,False,False,False,False
6.2011736,81.1972238,-0.07592727178130743,3.0,True,False,False,False,True,False,True
6.2010865,81.1970094,-0.0777584435513097,3.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.06874344406822161,6.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.06874344406822161,6.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.06874344406822161,6.0,True,False,False,False,True,False,True
6.1963995,81.2109113,-0.06874344406822161,6.0,True,False,False,False,True,False,True
6.2010865,81.1970094,-0.07409610001130516,3.0,True,False,False,False,False,False,False
6.2013975,81.1957455,-0.07409610001130516,1.0,True,False,False,False,False,False,False
6.1963995,81.2109113,-0.06874344406822161,6.0,True,False,False,False,True,False,True
6.1340675,80.6810656,-0.0692129752912991,5.0,False,False,False,False,False,False,True
6.1340675,80.6810656,-0.0777584435513097,3.0,False,False,False,False,False,False,True
6.1340675,80.6810656,-0.07684285766630858,5.0,False,False,False,False,False,False,False
6.1202632,80.7215908,0.1697113413661398,16.0,False,False,True,False,False,False,False
6.047785,80.855767,-0.06768699881629722,2.0,True,False,False,False,True,False,True
5.998686,80.747616,-0.04146794847308291,8.0,True,False,False,False,True,False,True
5.998686,80.747616,-0.0481267549094548,10.0,True,False,False,False,False,True,False
6.051961,80.85888,0.007663244962850213,30.0,True,False,False,False,True,False,True
6.051961,80.85888,-0.045690606213221185,20.0,True,False,False,False,True,False,True
6.051961,80.85888,-0.024097149073851902,6.0,True,False,False,False,False,False,False
6.061721,80.87304,-0.07312868851017189,2.0,True,False,False,False,False,False,False
6.0431558,80.8059458,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.0431558,80.8059458,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.0431558,80.8059458,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.047135,80.861794,-0.07664381725652572,2.0,True,False,False,False,True,False,True
6.0431558,80.8059458,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.068174,80.855501,-0.03595721211194756,6.0,True,False,False,False,False,False,False
6.047135,80.861794,-0.06637006021458326,5.0,True,False,False,False,False,False,False
6.051961,80.85888,0.02321759976595828,10.0,True,False,False,False,True,False,True
6.051961,80.85888,-0.008173916291223476,10.0,True,False,False,False,False,False,False
6.0519877,80.8584738,0.35806043770923035,2.0,True,False,False,False,False,False,False
6.0412193,80.8155746,-0.06310906939129156,10.0,False,False,False,False,False,False,True
5.9959134,80.7323017,0.028449519108821913,6.0,False,False,False,False,False,False,False
5.9959134,80.7323017,0.028449519108821913,6.0,False,False,False,False,False,False,False
6.011952,80.7829341,-0.08142078709131424,,False,False,False,False,False,False,True
6.011835,80.783588,0.797541662509775,4.0,False,False,False,False,False,False,False
6.069816,80.892274,-0.07384352459475313,1.0,False,False,False,False,False,False,False
6.070654,80.89046,-0.06768699881629722,1.0,False,False,False,False,False,False,False
6.0523931,80.8341408,-0.07120029349130158,2.0,False,False,False,False,False,True,False
6.0236483,80.7949486,-0.08142078709131424,,False,True,False,False,False,False,True
6.0451498,80.7986897,-0.08142078709131424,,True,False,False,False,True,False,True
6.0085416,80.7794076,-0.06970128776329972,4.0,True,False,False,False,True,False,True
6.0085416,80.7794076,-0.06384153809929245,4.0,True,False,False,False,True,False,True
6.0085416,80.7794076,-0.07043375647130062,2.0,True,False,False,False,False,False,False
6.2885959,81.2879062,-0.0765376623713082,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07885714661331107,7.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.06482406410035713,50.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.05212203877127793,6.0,True,False,False,False,True,False,True
6.296813,81.270306,-0.0765376623713082,2.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.061888288211290034,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07983535698741617,5.0,True,False,False,False,True,False,True
6.3716425,81.5050842,-0.07091525980524545,12.0,True,False,False,False,False,False,False
6.284418,81.2332,-0.022031432388537938,10.0,True,False,False,False,True,False,True
6.2328926,81.3536954,0.0029596080703903275,48.0,True,False,False,False,False,False,False
6.284418,81.2332,-0.0203817280912386,10.0,True,False,False,False,True,False,True
6.2912334,81.2682894,-0.06874344406822161,3.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07609374194221673,4.0,True,False,False,False,True,False,True
6.28932,81.390609,0.05670188356028549,22.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.05761555408128474,13.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07627061648818285,6.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.2885348,81.260379,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.283272,81.4157,-0.07366523606542227,6.0,True,False,False,False,False,False,False
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.06796728020966492,6.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.008173916291223476,20.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.05478556134582669,4.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2928616,81.4304066,-0.08096299414881368,1.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.053248913706663945,10.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.267568,81.3103445,-0.07196957795581865,4.0,True,False,False,False,False,False,False
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.06768699881629722,45.0,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2945915,81.2598074,-0.061888288211290034,12.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.0778765836655034,1.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07798734002255998,5.0,True,False,False,False,True,False,True
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.07600845673662772,5.0,True,False,False,False,False,False,False
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.07820507081228587,9.0,True,False,False,False,True,False,True
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.243248,81.3773412,0.012753761080231029,3.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.06768699881629722,45.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.04021942226626318,6.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07727473780074307,3.0,True,False,False,False,False,False,False
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07585773361282633,6.0,True,False,False,False,False,False,False
6.243248,81.3773412,0.012753761080231029,3.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.05998267856445841,60.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2885348,81.260379,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.283272,81.4157,-0.07167859245287853,9.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.06796728020966492,6.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.05478556134582669,4.0,True,False,False,False,False,False,False
6.2943429,81.2376816,-0.05212203877127793,4.0,False,False,False,False,False,True,False
6.2577175,81.2488445,-0.06964896856987109,3.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2825812,81.2324381,-0.030711414998943705,3.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3669721,81.4396971,-0.08142078709131424,,False,False,False,False,False,False,True
6.2935227,81.2677467,-0.07958961532131197,2.0,False,False,False,False,False,False,False
6.2885959,81.2879062,-0.08142078709131424,,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.07857229767131071,7.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2336663,81.35818,-0.04479735169126886,6.0,False,False,False,False,False,True,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2874868,81.2911892,-0.07343021936766797,6.0,False,False,False,False,False,False,True
6.2810253,81.4017965,-0.04656537960713311,23.0,False,False,False,False,False,False,False
6.3934331,81.441335,-0.07081261959612868,14.0,False,False,False,False,False,False,True
6.267568,81.3103445,-0.07932801935416879,2.0,False,False,False,False,False,False,False
6.2874868,81.2911892,-0.07343021936766797,6.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.03869344579126129,7.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,False
6.2935227,81.2677467,0.35806043770923035,2.0,False,False,False,False,False,True,False
6.2885959,81.2879062,-0.0789792247313112,2.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.07820507081228587,3.0,False,False,False,False,False,False,True
6.2874868,81.2911892,-0.07816537061131021,2.0,False,False,False,False,False,False,True
6.2885959,81.2879062,0.5778010501095027,3.0,False,False,False,False,False,False,True
6.2810253,81.4017965,-0.06768699881629722,3.0,False,False,False,False,False,False,False
