GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 49
URN:CornellLabOfOrnithology:EBIRD:OBS1011629191,2023-10-23 19:15:05.977138,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,kalamatiya Sanctuary,L12725124,P,6.0952737,80.9535541,2020-02-04,15:30:00,obsr1979314,S76222781,Traveling,P22,EBIRD,195.0,5.0,,3.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS949090077,2023-10-22 03:25:18.608379,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2020-02-01,13:30:00,obsr580318,S70904943,Traveling,P22,EBIRD,240.0,8.047,,5.0,1,G5495357,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS895871809,2023-10-22 03:23:29.508545,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2020-02-01,13:30:00,obsr1001137,S67297458,Traveling,P22,EBIRD,240.0,8.047,,5.0,1,G5495357,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS859138028,2024-09-08 07:00:06.985012,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2020-02-02,08:00:00,obsr921511,S64040519,Traveling,P22,EBIRD,120.0,1.0,,2.0,1,G4935314,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS873451065,2023-10-22 20:00:01.753816,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2020-03-03,12:11:00,obsr736325,S65388737,Traveling,P22,EBIRD,60.0,1.12,,3.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS950390269,2022-01-29 07:13:18.391216,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalamatiya Road, Kalametiya, Southern Province, LK (6.082, 80.936)",L11807519,P,6.0824993,80.9363346,2020-03-12,09:55:00,obsr1787312,S71009534,Traveling,P22,EBIRD,77.0,3.0,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS971638011,2023-10-23 19:49:06.839402,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2020-08-23,08:20:00,obsr1141763,S72759232,Traveling,P22,EBIRD,200.0,15.5,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1010136424,2023-10-23 19:14:58.880609,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya,L1078573,H,6.0977986,80.9622002,2020-09-03,17:00:00,obsr1623604,S76087952,Traveling,P22,EBIRD,70.0,3.0,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1030200510,2023-10-23 19:15:56.307493,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya,L1078573,H,6.0977986,80.9622002,2020-11-18,09:33:00,obsr1081864,S77576112,Traveling,P22,EBIRD,1200.0,77.95,,5.0,1,G6011251,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1016532546,2023-10-23 19:15:28.838103,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya,L1078573,H,6.0977986,80.9622002,2020-11-18,09:33:00,obsr662880,S76601831,Traveling,P22,EBIRD,1200.0,77.95,,5.0,1,G6011251,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1036893806,2023-10-23 19:16:09.083087,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya,L1078573,H,6.0977986,80.9622002,2020-12-27,15:00:00,obsr580318,S78055369,Traveling,P22,EBIRD,150.0,2.0,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1060293602,2023-10-23 19:16:54.096833,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2021-01-27,06:30:00,obsr922075,S79959369,Traveling,P22,EBIRD,240.0,4.0,,2.0,1,,0,1,0,,With Athula,,
URN:CornellLabOfOrnithology:EBIRD:OBS1065636327,2023-10-23 19:17:04.519575,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalametiya Sanctuary, Gurupokuna Side",L13482872,P,6.1034762,80.9214061,2021-02-04,13:20:00,obsr1001147,S80401847,Traveling,P22,EBIRD,82.0,6.1,,1.0,1,G6244692,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1065641616,2023-10-23 19:17:04.643993,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalametiya Sanctuary, Gurupokuna Side",L13482872,P,6.1034762,80.9214061,2021-02-04,13:20:00,obsr1001137,S80402420,Traveling,P22,EBIRD,82.0,6.1,,1.0,1,G6244692,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1065581627,2023-10-23 19:17:04.278509,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalametiya Sanctuary, Gurupokuna Side",L13482872,P,6.1034762,80.9214061,2021-02-04,13:20:00,obsr580318,S80398656,Traveling,P22,EBIRD,82.0,6.1,,1.0,1,G6244692,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1065658477,2023-10-23 19:17:04.889918,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalametiya Sanctuary, Gurupokuna Side",L13482872,P,6.1034762,80.9214061,2021-02-04,13:20:00,obsr225081,S80403926,Traveling,P22,EBIRD,82.0,6.1,,1.0,1,G6244692,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1297589892,2022-10-22 00:23:23.084882,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya,L1078573,H,6.0977986,80.9622002,2021-12-18,11:11:00,obsr2075351,S99023099,Traveling,P22,EBIRD,130.0,6.0,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1299936080,2022-10-22 00:23:33.024824,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,Kalametiya Bird Sanctuary,L5662667,H,6.0906125,80.9354124,2021-12-18,09:57:00,obsr2523572,S99208658,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1298463934,2024-04-29 07:48:16.333943,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalamatiya Road, Kalametiya, Southern Province, LK (6.086, 80.944)",L17110505,P,6.0858799,80.9438797,2021-12-15,12:33:00,obsr1011080,S99089745,Traveling,P22,EBIRD,65.0,0.23,,2.0,1,G7549660,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1296524059,2024-04-29 07:47:54.406707,9975,species,avibase-B30B6781,White-throated Kingfisher,Halcyon smyrnensis,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Ambalantota,LK-33-001,,,,,"Kalamatiya Road, Kalametiya, Southern Province, LK (6.086, 80.944)",L17110505,P,6.0858799,80.9438797,2021-12-15,12:33:00,obsr391659,S98947921,Traveling,P22,EBIRD,65.0,0.23,,2.0,1,G7549660,0,1,0,,,,
