COMMON NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,DATETIME,Year,Month,Day,Day_of_Week,Hour,OBSERVATION,COUNTY_ENCODED,LOCALITY_ENCODED,COMMON NAME_ENCODED,Is_Summer,Is_Winter,Is_Spring,Is_Autumn,Is_Morning,Is_Afternoon,Is_Evening,Is_Night
Red-vented Bulbul,2.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2022-12-07,16:27:00,2022-12-07 16:27:00,2022,12,7,2,16,1,9,200,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2022-12-07,16:27:00,2022-12-07 16:27:00,2022,12,7,2,16,1,9,200,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,06:17:00,2022-12-08 06:17:00,2022,12,8,3,6,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,06:17:00,2022-12-08 06:17:00,2022,12,8,3,6,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,06:17:00,2022-12-08 06:17:00,2022,12,8,3,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,07:15:00,2022-12-08 07:15:00,2022,12,8,3,7,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,2.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,07:15:00,2022-12-08 07:15:00,2022,12,8,3,7,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,07:15:00,2022-12-08 07:15:00,2022,12,8,3,7,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,09:59:00,2022-12-08 09:59:00,2022,12,8,3,9,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,09:59:00,2022-12-08 09:59:00,2022,12,8,3,9,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-08,09:59:00,2022-12-08 09:59:00,2022,12,8,3,9,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,8.0,Thissamaharama,Debarawewa Lake  surrounding area,6.2966209,81.2703078,2022-12-08,10:11:00,2022-12-08 10:11:00,2022,12,8,3,10,1,9,142,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,12.0,Thissamaharama,Debarawewa Lake  surrounding area,6.2966209,81.2703078,2022-12-08,10:11:00,2022-12-08 10:11:00,2022,12,8,3,10,1,9,142,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Thissamaharama,Debarawewa Lake  surrounding area,6.2966209,81.2703078,2022-12-08,10:11:00,2022-12-08 10:11:00,2022,12,8,3,10,1,9,142,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,11.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-12-08,13:07:00,2022-12-08 13:07:00,2022,12,8,3,13,1,5,57,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,1.0,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2022-12-08,13:41:00,2022-12-08 13:41:00,2022,12,8,3,13,1,5,20,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,3.0,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2022-12-08,13:41:00,2022-12-08 13:41:00,2022,12,8,3,13,1,5,20,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Tangalle,Tangalle Paddy fields,6.0451498,80.7986897,2022-12-12,08:40:00,2022-12-12 08:40:00,2022,12,12,0,8,0,8,441,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Tangalle,Tangalle Paddy fields,6.0451498,80.7986897,2022-12-12,08:40:00,2022-12-12 08:40:00,2022,12,12,0,8,0,8,441,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-12,14:45:00,2022-12-12 14:45:00,2022,12,12,0,14,0,3,69,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-12,14:45:00,2022-12-12 14:45:00,2022,12,12,0,14,0,3,69,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-12,14:45:00,2022-12-12 14:45:00,2022,12,12,0,14,0,3,69,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-13,06:00:00,2022-12-13 06:00:00,2022,12,13,1,6,0,9,582,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-13,06:00:00,2022-12-13 06:00:00,2022,12,13,1,6,0,9,582,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-13,06:00:00,2022-12-13 06:00:00,2022,12,13,1,6,0,9,582,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-14,07:00:00,2022-12-14 07:00:00,2022,12,14,2,7,0,9,141,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-14,16:00:00,2022-12-14 16:00:00,2022,12,14,2,16,0,9,141,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-15,07:00:00,2022-12-15 07:00:00,2022,12,15,3,7,0,9,141,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,8.0,Lunugamvehera,Lunugamwehera  Airport Road Southern Province,6.3425632,81.1506104,2022-12-15,16:42:00,2022-12-15 16:42:00,2022,12,15,3,16,1,5,276,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,15.0,Lunugamvehera,Airport Entrance Road Southern Province,6.3266527,81.1286619,2022-12-15,17:05:00,2022-12-15 17:05:00,2022,12,15,3,17,1,5,2,1,0,1,0,0,0,0,1,0
Red-vented Bulbul,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2022-12-17,06:08:00,2022-12-17 06:08:00,2022,12,17,5,6,0,0,220,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2022-12-17,06:08:00,2022-12-17 06:08:00,2022,12,17,5,6,0,0,220,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2022-12-17,06:08:00,2022-12-17 06:08:00,2022,12,17,5,6,0,0,220,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,20.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-17,12:00:00,2022-12-17 12:00:00,2022,12,17,5,12,1,9,351,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,10.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-17,12:00:00,2022-12-17 12:00:00,2022,12,17,5,12,1,9,351,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,20.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-17,12:00:00,2022-12-17 12:00:00,2022,12,17,5,12,1,9,351,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,11.0,Thissamaharama,WNPS Yala Bungalow,6.2469822,81.3809252,2022-12-18,06:04:00,2022-12-18 06:04:00,2022,12,18,6,6,1,9,517,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,2.0,Thissamaharama,WNPS Yala Bungalow  Palatupana,6.2471,81.3809,2022-12-18,06:10:00,2022-12-18 06:10:00,2022,12,18,6,6,1,9,518,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Kirinda  Palatupana Road  Palatupana Entrance,6.2569,81.3801,2022-12-18,07:19:00,2022-12-18 07:19:00,2022,12,18,6,7,1,9,242,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Kirinda  Palatupana  Yala Road Southern Province,6.2742984,81.404126,2022-12-18,07:19:00,2022-12-18 07:19:00,2022,12,18,6,7,1,9,240,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,14.0,Thissamaharama,Kirinda  Palatupana  Yala Road Southern Province,6.2742984,81.404126,2022-12-18,07:19:00,2022-12-18 07:19:00,2022,12,18,6,7,1,9,240,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Yala National Park,6.293,81.4304,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,571,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,10.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,50.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,582,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,20.0,Thissamaharama,Yala National Park,6.293,81.4304,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,571,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,100.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,582,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Thissamaharama,Yala National Park,6.293,81.4304,2022-12-18,07:50:00,2022-12-18 07:50:00,2022,12,18,6,7,1,9,571,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,20.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-18,11:42:00,2022-12-18 11:42:00,2022,12,18,6,11,1,9,351,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Thissamaharama,Yala Saltern  Palatupana,6.2567,81.3802,2022-12-18,11:42:00,2022-12-18 11:42:00,2022,12,18,6,11,1,9,595,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,20.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-18,11:42:00,2022-12-18 11:42:00,2022,12,18,6,11,1,9,351,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Yala Saltern  Palatupana,6.2567,81.3802,2022-12-18,11:42:00,2022-12-18 11:42:00,2022,12,18,6,11,1,9,595,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,20.0,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-18,11:42:00,2022-12-18 11:42:00,2022,12,18,6,11,1,9,351,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,20.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-12-18,16:54:00,2022-12-18 16:54:00,2022,12,18,6,16,1,5,57,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,6.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-12-18,16:54:00,2022-12-18 16:54:00,2022,12,18,6,16,1,5,57,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,8.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-12-18,16:54:00,2022-12-18 16:54:00,2022,12,18,6,16,1,5,57,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,15.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-19,06:00:00,2022-12-19 06:00:00,2022,12,19,0,6,1,9,582,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-19,06:00:00,2022-12-19 06:00:00,2022,12,19,0,6,1,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2022-12-19,16:40:00,2022-12-19 16:40:00,2022,12,19,0,16,1,9,461,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,4.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00,2022-12-20 05:22:00,2022,12,20,1,5,1,9,582,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00,2022-12-20 05:22:00,2022,12,20,1,5,1,9,582,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00,2022-12-20 05:22:00,2022,12,20,1,5,1,9,582,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00,2022-12-20 05:22:00,2022,12,20,1,5,1,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-20,06:15:00,2022-12-20 06:15:00,2022,12,20,1,6,1,9,141,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,3.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-20,06:15:00,2022-12-20 06:15:00,2022,12,20,1,6,1,9,141,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,5.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-20,06:15:00,2022-12-20 06:15:00,2022,12,20,1,6,1,9,141,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,3.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,13:03:00,2022-12-20 13:03:00,2022,12,20,1,13,1,9,582,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,13:03:00,2022-12-20 13:03:00,2022,12,20,1,13,1,9,582,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-21,06:31:00,2022-12-21 06:31:00,2022,12,21,2,6,1,9,582,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,2.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-21,06:31:00,2022-12-21 06:31:00,2022,12,21,2,6,1,9,582,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-21,06:31:00,2022-12-21 06:31:00,2022,12,21,2,6,1,9,582,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-21,06:31:00,2022-12-21 06:31:00,2022,12,21,2,6,1,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Thissamaharama,Wirawila Tissa Sanctuary,6.2990977,81.248147,2022-12-21,07:00:00,2022-12-21 07:00:00,2022,12,21,2,7,1,9,553,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Thissamaharama,Wirawila Tissa Sanctuary,6.2990977,81.248147,2022-12-21,07:00:00,2022-12-21 07:00:00,2022,12,21,2,7,1,9,553,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Thissamaharama,Wirawila,6.2825812,81.2324381,2022-12-21,11:30:00,2022-12-21 11:30:00,2022,12,21,2,11,0,9,550,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Thissamaharama,Wirawila,6.2825812,81.2324381,2022-12-21,11:30:00,2022-12-21 11:30:00,2022,12,21,2,11,1,9,550,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-22,07:00:00,2022-12-22 07:00:00,2022,12,22,3,7,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-22,07:00:00,2022-12-22 07:00:00,2022,12,22,3,7,0,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-22,15:00:00,2022-12-22 15:00:00,2022,12,22,3,15,1,9,582,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-25,06:00:00,2022-12-25 06:00:00,2022,12,25,6,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-25,11:27:00,2022-12-25 11:27:00,2022,12,25,6,11,1,9,582,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,11.0,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-25,16:20:00,2022-12-25 16:20:00,2022,12,25,6,16,1,9,337,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Dry Zone Botanic Gardens Hambanthota Southern Province,6.1492483,81.0666675,2022-12-25,16:25:00,2022-12-25 16:25:00,2022,12,25,6,16,1,3,152,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Dry Zone Botanic Gardens Hambanthota Southern Province,6.1492483,81.0666675,2022-12-25,16:25:00,2022-12-25 16:25:00,2022,12,25,6,16,1,3,152,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,14.0,Hambantota,Dry Zone Botanic Gardens Hambanthota Southern Province,6.1492483,81.0666675,2022-12-25,16:25:00,2022-12-25 16:25:00,2022,12,25,6,16,1,3,152,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Great Lake Villa Weerawila Lake,6.2943429,81.2376816,2022-12-25,17:13:00,2022-12-25 17:13:00,2022,12,25,6,17,1,9,186,2,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,17.0,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-25,17:35:00,2022-12-25 17:35:00,2022,12,25,6,17,1,9,337,0,0,1,0,0,0,0,1,0
Red-vented Bulbul,5.0,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-25,17:35:00,2022-12-25 17:35:00,2022,12,25,6,17,1,9,337,1,0,1,0,0,0,0,1,0
Red-vented Bulbul,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,06:25:00,2022-12-26 06:25:00,2022,12,26,0,6,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,06:25:00,2022-12-26 06:25:00,2022,12,26,0,6,1,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,06:25:00,2022-12-26 06:25:00,2022,12,26,0,6,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,06:53:00,2022-12-26 06:53:00,2022,12,26,0,6,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,06:53:00,2022-12-26 06:53:00,2022,12,26,0,6,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-26,07:00:00,2022-12-26 07:00:00,2022,12,26,0,7,1,9,337,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-26,07:00:00,2022-12-26 07:00:00,2022,12,26,0,7,1,9,582,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,3.0,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-26,07:00:00,2022-12-26 07:00:00,2022,12,26,0,7,1,9,337,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,07:24:00,2022-12-26 07:24:00,2022,12,26,0,7,1,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,07:24:00,2022-12-26 07:24:00,2022,12,26,0,7,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,07:52:00,2022-12-26 07:52:00,2022,12,26,0,7,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,07:52:00,2022-12-26 07:52:00,2022,12,26,0,7,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2022-12-26,07:52:00,2022-12-26 07:52:00,2022,12,26,0,7,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Lunugamvehera,B Kirinda Road Southern Province,6.2009831,81.1977943,2022-12-26,08:27:00,2022-12-26 08:27:00,2022,12,26,0,8,1,5,19,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Lunugamvehera,B Kirinda Road Southern Province,6.2009831,81.1977943,2022-12-26,08:27:00,2022-12-26 08:27:00,2022,12,26,0,8,1,5,19,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Lunugamvehera,B Kirinda Southern Province,6.2005258,81.1996517,2022-12-26,08:27:00,2022-12-26 08:27:00,2022,12,26,0,8,1,5,20,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Katuwana,Warapitiya Lake,6.2146989,80.6456874,2022-12-28,15:23:00,2022-12-28 15:23:00,2022,12,28,2,15,1,4,527,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-01,06:27:00,2023-01-01 06:27:00,2023,1,1,6,6,1,9,582,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2023-01-02,08:27:00,2023-01-02 08:27:00,2023,1,2,0,8,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2023-01-02,08:27:00,2023-01-02 08:27:00,2023,1,2,0,8,1,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Ambalantota,RidiyagamaUnnamed Road Southern Province,6.2522733,80.9789283,2023-01-02,16:00:00,2023-01-02 16:00:00,2023,1,2,0,16,1,0,390,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,7.0,Ambalantota,RidiyagamaUnnamed Road Southern Province,6.2522733,80.9789283,2023-01-02,16:00:00,2023-01-02 16:00:00,2023,1,2,0,16,1,0,390,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-02,16:24:00,2023-01-02 16:24:00,2023,1,2,0,16,1,9,141,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Yala National Park,6.2943681,81.4311583,2023-01-08,06:00:00,2023-01-08 06:00:00,2023,1,8,6,6,1,9,571,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-09,06:00:00,2023-01-09 06:00:00,2023,1,9,0,6,1,9,582,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00,2023-01-09 15:46:00,2023,1,9,0,15,1,9,141,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00,2023-01-09 16:50:00,2023,1,9,0,16,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00,2023-01-09 16:50:00,2023,1,9,0,16,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00,2023-01-09 16:50:00,2023,1,9,0,16,1,9,141,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00,2023-01-09 16:50:00,2023,1,9,0,16,1,9,141,0,0,1,0,0,0,1,0,0
