COMMON NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,DATETIME,Year,Month,Day,Day_of_Week,Hour,OBSERVATION,COUNTY_ENCODED,LOCALITY_ENCODED,COMMON NAME_ENCODED,Is_Summer,Is_Winter,Is_Spring,Is_Autumn,Is_Morning,Is_Afternoon,Is_Evening,Is_Night
Red-vented Bulbul,8.0,Tangalle,Buckingham Place Hotel Tangalle,6.0463438,80.8541554,2020-01-01,06:00:00,2020-01-01 06:00:00,2020,1,1,2,6,1,8,46,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020,1,2,3,6,0,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020,1,2,3,6,0,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,20.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020,1,2,3,6,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Tangalle,Buckingham Place Hotel Tangalle,6.0463438,80.8541554,2020-01-02,09:30:00,2020-01-02 09:30:00,2020,1,2,3,9,1,8,46,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020,1,3,4,7,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020,1,3,4,7,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020,1,3,4,7,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020,1,3,4,8,0,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020,1,3,4,8,0,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020,1,3,4,8,0,3,69,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala National Park,6.1930548,81.2218203,2020-01-04,06:00:00,2020-01-04 06:00:00,2020,1,4,5,6,0,3,71,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala National Park,6.1930548,81.2218203,2020-01-04,06:00:00,2020-01-04 06:00:00,2020,1,4,5,6,0,3,71,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-04,06:00:00,2020-01-04 06:00:00,2020,1,4,5,6,1,5,57,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-04,06:00:00,2020-01-04 06:00:00,2020,1,4,5,6,1,5,57,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020,1,4,5,16,1,0,219,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-04,16:30:00,2020-01-04 16:30:00,2020,1,4,5,16,1,9,459,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-05,05:46:00,2020-01-05 05:46:00,2020,1,5,6,5,1,3,66,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-05,05:46:00,2020-01-05 05:46:00,2020,1,5,6,5,1,3,66,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-05,06:00:00,2020-01-05 06:00:00,2020,1,5,6,6,1,9,459,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-05,06:00:00,2020-01-05 06:00:00,2020,1,5,6,6,1,9,459,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2020-01-05,08:30:00,2020-01-05 08:30:00,2020,1,5,6,8,1,9,461,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2020-01-05,08:30:00,2020-01-05 08:30:00,2020,1,5,6,8,1,9,461,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020,1,6,0,7,1,0,222,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020,1,6,0,7,1,0,222,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020,1,6,0,7,1,0,222,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020,1,6,0,8,1,9,589,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2020-01-06,15:47:00,2020-01-06 15:47:00,2020,1,6,0,15,1,9,200,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2020-01-06,15:47:00,2020-01-06 15:47:00,2020,1,6,0,15,1,9,200,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,1.0,Hambantota,Hambantota,6.124,81.122,2020-01-06,17:16:00,2020-01-06 17:16:00,2020,1,6,0,17,1,3,192,1,0,1,0,0,0,0,1,0
White-throated Kingfisher,3.0,Thissamaharama,Pannegamuwa Lake,6.3092571,81.2350559,2020-01-07,15:30:00,2020-01-07 15:30:00,2020,1,7,1,15,1,9,359,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-08,06:30:00,2020-01-08 06:30:00,2020,1,8,2,6,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Thissamaharama,Kataragama  Situlpawwa Road,6.386,81.413,2020-01-09,07:41:00,2020-01-09 07:41:00,2020,1,9,3,7,1,9,232,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-09,11:48:00,2020-01-09 11:48:00,2020,1,9,3,11,1,9,582,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-10,06:05:00,2020-01-10 06:05:00,2020,1,10,4,6,1,3,66,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2020-01-10,08:16:00,2020-01-10 08:16:00,2020,1,10,4,8,1,9,141,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020,1,10,4,10,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,20.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020,1,10,4,14,1,9,582,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,20.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020,1,10,4,14,1,9,582,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020,1,10,4,14,1,9,582,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020,1,10,4,14,1,9,582,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,0,3,69,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,0,3,69,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,50.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,50.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020,1,11,5,6,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Thissamaharama,Jetwing Yala Hotel,6.2519983,81.3957704,2020-01-11,06:22:00,2020-01-11 06:22:00,2020,1,11,5,6,1,9,209,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,2.0,Hambantota,road to the bird park,6.2087212,81.1002014,2020-01-11,10:00:00,2020-01-11 10:00:00,2020,1,11,5,10,1,3,622,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala lewaya,6.2026233,81.2399241,2020-01-11,12:00:00,2020-01-11 12:00:00,2020,1,11,5,12,0,3,105,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020,1,11,5,15,1,3,69,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020,1,11,5,15,1,3,69,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020,1,11,5,15,1,3,69,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020,1,12,6,5,1,3,71,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020,1,12,6,5,1,3,71,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,10.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020,1,12,6,5,1,3,71,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,0,0,219,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,25.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,1,3,69,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,0,0,219,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,15.0,Thissamaharama,Yala NP,6.3492474,81.4158026,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,1,9,564,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Thissamaharama,Yala NP,6.3492474,81.4158026,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,1,9,564,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,1,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020,1,12,6,6,0,0,219,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,8.0,Lunugamvehera,Bundala National Park,6.1990882,81.2104923,2020-01-12,06:05:00,2020-01-12 06:05:00,2020,1,12,6,6,1,5,71,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Lunugamvehera,Bundala National Park,6.1990882,81.2104923,2020-01-12,06:05:00,2020-01-12 06:05:00,2020,1,12,6,6,1,5,71,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,06:30:00,2020-01-12 06:30:00,2020,1,12,6,6,0,0,220,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,06:30:00,2020-01-12 06:30:00,2020,1,12,6,6,0,0,220,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,07:00:00,2020-01-12 07:00:00,2020,1,12,6,7,0,0,220,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,07:00:00,2020-01-12 07:00:00,2020,1,12,6,7,0,0,220,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020,1,12,6,14,0,3,69,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020,1,12,6,14,0,3,69,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020,1,12,6,14,0,3,69,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-13,07:39:00,2020-01-13 07:39:00,2020,1,13,0,7,1,8,290,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-13,07:39:00,2020-01-13 07:39:00,2020,1,13,0,7,1,8,290,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-14,09:22:00,2020-01-14 09:22:00,2020,1,14,1,9,0,0,222,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-14,16:28:00,2020-01-14 16:28:00,2020,1,14,1,16,1,8,290,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Hambantota,Unnamed Road Southern Province,6.2327684,81.1596741,2020-01-15,06:30:00,2020-01-15 06:30:00,2020,1,15,2,6,0,3,504,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Hambantota,Unnamed Road Southern Province,6.2327684,81.1596741,2020-01-15,06:30:00,2020-01-15 06:30:00,2020,1,15,2,6,0,3,504,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Weeraketiya,Udukiriwala Wewa,6.161,80.765,2020-01-15,08:29:00,2020-01-15 08:29:00,2020,1,15,2,8,1,11,498,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Lunugamvehera,B Kirinda Southern Province,6.2009092,81.1985739,2020-01-15,13:08:00,2020-01-15 13:08:00,2020,1,15,2,13,0,5,20,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-01-15,14:08:00,2020-01-15 14:08:00,2020,1,15,2,14,0,5,132,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-01-15,14:08:00,2020-01-15 14:08:00,2020,1,15,2,14,0,5,132,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,0,3,69,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,0,3,69,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,1,3,69,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020,1,16,3,6,0,3,69,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020,1,16,3,7,0,9,582,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020,1,16,3,7,0,9,582,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020,1,16,3,7,0,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-17,07:30:00,2020-01-17 07:30:00,2020,1,17,4,7,0,0,219,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020,1,18,5,6,0,9,582,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020,1,18,5,6,0,9,582,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020,1,18,5,6,0,9,582,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,4.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-18,14:10:00,2020-01-18 14:10:00,2020,1,18,5,14,1,9,420,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-18,14:10:00,2020-01-18 14:10:00,2020,1,18,5,14,1,9,420,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020,1,18,5,15,0,3,69,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020,1,18,5,15,0,3,69,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020,1,18,5,15,0,3,69,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-19,07:31:00,2020-01-19 07:31:00,2020,1,19,6,7,1,9,420,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-19,07:31:00,2020-01-19 07:31:00,2020,1,19,6,7,1,9,420,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,30.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020,1,21,1,9,1,5,71,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,5.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020,1,21,1,9,1,5,71,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,4.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020,1,21,1,9,1,5,71,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,3.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-22,14:49:00,2020-01-22 14:49:00,2020,1,22,2,14,1,9,574,2,0,1,0,0,0,1,0,0
