OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,DATETIME,Year,Month,Day,Day_of_Week,Hour,OBSERVATION,COUNTY_ENCODED,LOCALITY_ENCODED,COMMON NAME_Blue-tailed Bee-eater,COMMON NAME_Red-vented Bulbul,COMMON NAME_White-throated Kingfisher
8.0,Tangalle,Buckingham Place Hotel Tangalle,6.0463438,80.8541554,2020-01-01,06:00:00,2020-01-01 06:00:00,2020.0,1.0,1.0,2.0,6.0,1,8,46,False,True,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020.0,1.0,2.0,3.0,6.0,0,3,69,True,False,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020.0,1.0,2.0,3.0,6.0,0,3,69,False,True,False
20.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-02,06:00:00,2020-01-02 06:00:00,2020.0,1.0,2.0,3.0,6.0,1,3,69,False,False,True
1.0,Tangalle,Buckingham Place Hotel Tangalle,6.0463438,80.8541554,2020-01-02,09:30:00,2020-01-02 09:30:00,2020.0,1.0,2.0,3.0,9.0,1,8,46,False,False,True
40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020.0,1.0,3.0,4.0,7.0,1,3,69,False,True,False
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020.0,1.0,3.0,4.0,7.0,1,3,69,False,False,True
10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,07:00:00,2020-01-03 07:00:00,2020.0,1.0,3.0,4.0,7.0,1,3,69,True,False,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020.0,1.0,3.0,4.0,8.0,0,3,69,True,False,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020.0,1.0,3.0,4.0,8.0,0,3,69,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-03,08:51:00,2020-01-03 08:51:00,2020.0,1.0,3.0,4.0,8.0,0,3,69,False,True,False
0.0,Hambantota,Bundala National Park,6.1930548,81.2218203,2020-01-04,06:00:00,2020-01-04 06:00:00,2020.0,1.0,4.0,5.0,6.0,0,3,71,False,True,False
0.0,Hambantota,Bundala National Park,6.1930548,81.2218203,2020-01-04,06:00:00,2020-01-04 06:00:00,2020.0,1.0,4.0,5.0,6.0,0,3,71,False,False,True
1.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-04,06:00:00,2020-01-04 06:00:00,2020.0,1.0,4.0,5.0,6.0,1,5,57,False,False,True
1.0,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-04,06:00:00,2020-01-04 06:00:00,2020.0,1.0,4.0,5.0,6.0,1,5,57,True,False,False
2.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,False,False,True
2.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,False,False,True
5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,True,False,False
5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,True,False,False
5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,False,True,False
5.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-04,16:00:00,2020-01-04 16:00:00,2020.0,1.0,4.0,5.0,16.0,1,0,219,False,True,False
1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-04,16:30:00,2020-01-04 16:30:00,2020.0,1.0,4.0,5.0,16.0,1,9,459,False,True,False
1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-05,05:46:00,2020-01-05 05:46:00,2020.0,1.0,5.0,6.0,5.0,1,3,66,True,False,False
1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-05,05:46:00,2020-01-05 05:46:00,2020.0,1.0,5.0,6.0,5.0,1,3,66,False,True,False
1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-05,06:00:00,2020-01-05 06:00:00,2020.0,1.0,5.0,6.0,6.0,1,9,459,True,False,False
1.0,Thissamaharama,Thissamaharama Stupa temple,6.2800217,81.291378,2020-01-05,06:00:00,2020-01-05 06:00:00,2020.0,1.0,5.0,6.0,6.0,1,9,459,False,False,True
4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2020-01-05,08:30:00,2020-01-05 08:30:00,2020.0,1.0,5.0,6.0,8.0,1,9,461,False,False,True
4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2020-01-05,08:30:00,2020-01-05 08:30:00,2020.0,1.0,5.0,6.0,8.0,1,9,461,False,False,True
1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020.0,1.0,6.0,0.0,7.0,1,0,222,True,False,False
1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020.0,1.0,6.0,0.0,7.0,1,0,222,False,True,False
1.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-06,07:09:00,2020-01-06 07:09:00,2020.0,1.0,6.0,0.0,7.0,1,0,222,False,False,True
3.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,False,False,True
3.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,False,False,True
5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,True,False,False
5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,True,False,False
5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,False,True,False
5.0,Thissamaharama,Yala Natl Park Block I,6.4383178,81.5950737,2020-01-06,08:00:00,2020-01-06 08:00:00,2020.0,1.0,6.0,0.0,8.0,1,9,589,False,True,False
1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2020-01-06,15:47:00,2020-01-06 15:47:00,2020.0,1.0,6.0,0.0,15.0,1,9,200,False,False,True
1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2020-01-06,15:47:00,2020-01-06 15:47:00,2020.0,1.0,6.0,0.0,15.0,1,9,200,False,True,False
1.0,Hambantota,Hambantota,6.124,81.122,2020-01-06,17:16:00,2020-01-06 17:16:00,2020.0,1.0,6.0,0.0,17.0,1,3,192,False,True,False
3.0,Thissamaharama,Pannegamuwa Lake,6.3092571,81.2350559,2020-01-07,15:30:00,2020-01-07 15:30:00,2020.0,1.0,7.0,1.0,15.0,1,9,359,False,False,True
3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-08,06:30:00,2020-01-08 06:30:00,2020.0,1.0,8.0,2.0,6.0,1,3,69,True,False,False
1.0,Thissamaharama,Kataragama  Situlpawwa Road,6.386,81.413,2020-01-09,07:41:00,2020-01-09 07:41:00,2020.0,1.0,9.0,3.0,7.0,1,9,232,False,True,False
1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-09,11:48:00,2020-01-09 11:48:00,2020.0,1.0,9.0,3.0,11.0,1,9,582,False,True,False
1.0,Hambantota,Bundala NP,6.188598,81.2200356,2020-01-10,06:05:00,2020-01-10 06:05:00,2020.0,1.0,10.0,4.0,6.0,1,3,66,False,False,True
1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2020-01-10,08:16:00,2020-01-10 08:16:00,2020.0,1.0,10.0,4.0,8.0,1,9,141,False,False,True
6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,False,True,False
6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,False,True,False
40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,True,False,False
40.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,True,False,False
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,False,False,True
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-10,10:00:00,2020-01-10 10:00:00,2020.0,1.0,10.0,4.0,10.0,1,3,69,False,False,True
20.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020.0,1.0,10.0,4.0,14.0,1,9,582,False,True,False
20.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020.0,1.0,10.0,4.0,14.0,1,9,582,False,True,False
1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020.0,1.0,10.0,4.0,14.0,1,9,582,False,False,True
1.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-10,14:00:00,2020-01-10 14:00:00,2020.0,1.0,10.0,4.0,14.0,1,9,582,False,False,True
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,0,3,69,False,True,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,0,3,69,False,True,False
10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,True,False
6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,True,False,False
6.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,True,False,False
50.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,True,False,False
50.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,True,False,False
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,False,True
10.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,True,False
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,False,True
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,06:00:00,2020-01-11 06:00:00,2020.0,1.0,11.0,5.0,6.0,1,3,69,False,False,True
1.0,Thissamaharama,Jetwing Yala Hotel,6.2519983,81.3957704,2020-01-11,06:22:00,2020-01-11 06:22:00,2020.0,1.0,11.0,5.0,6.0,1,9,209,False,True,False
2.0,Hambantota,road to the bird park,6.2087212,81.1002014,2020-01-11,10:00:00,2020-01-11 10:00:00,2020.0,1.0,11.0,5.0,10.0,1,3,622,False,True,False
0.0,Hambantota,Bundala lewaya,6.2026233,81.2399241,2020-01-11,12:00:00,2020-01-11 12:00:00,2020.0,1.0,11.0,5.0,12.0,0,3,105,True,False,False
15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020.0,1.0,11.0,5.0,15.0,1,3,69,False,True,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020.0,1.0,11.0,5.0,15.0,1,3,69,False,False,True
15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-11,15:00:00,2020-01-11 15:00:00,2020.0,1.0,11.0,5.0,15.0,1,3,69,True,False,False
2.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020.0,1.0,12.0,6.0,5.0,1,3,71,False,False,True
10.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020.0,1.0,12.0,6.0,5.0,1,3,71,True,False,False
10.0,Hambantota,Bundala National Park,6.209728,81.225999,2020-01-12,05:52:00,2020-01-12 05:52:00,2020.0,1.0,12.0,6.0,5.0,1,3,71,False,True,False
15.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,1,3,69,False,True,False
0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,0,0,219,False,False,True
25.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,1,3,69,True,False,False
0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,0,0,219,True,False,False
15.0,Thissamaharama,Yala NP,6.3492474,81.4158026,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,1,9,564,True,False,False
6.0,Thissamaharama,Yala NP,6.3492474,81.4158026,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,1,9,564,False,True,False
3.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,1,3,69,False,False,True
0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-12,06:00:00,2020-01-12 06:00:00,2020.0,1.0,12.0,6.0,6.0,0,0,219,False,True,False
8.0,Lunugamvehera,Bundala National Park,6.1990882,81.2104923,2020-01-12,06:05:00,2020-01-12 06:05:00,2020.0,1.0,12.0,6.0,6.0,1,5,71,False,True,False
3.0,Lunugamvehera,Bundala National Park,6.1990882,81.2104923,2020-01-12,06:05:00,2020-01-12 06:05:00,2020.0,1.0,12.0,6.0,6.0,1,5,71,True,False,False
0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,06:30:00,2020-01-12 06:30:00,2020.0,1.0,12.0,6.0,6.0,0,0,220,False,True,False
0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,06:30:00,2020-01-12 06:30:00,2020.0,1.0,12.0,6.0,6.0,0,0,220,True,False,False
0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,07:00:00,2020-01-12 07:00:00,2020.0,1.0,12.0,6.0,7.0,0,0,220,True,False,False
0.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-12,07:00:00,2020-01-12 07:00:00,2020.0,1.0,12.0,6.0,7.0,0,0,220,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020.0,1.0,12.0,6.0,14.0,0,3,69,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020.0,1.0,12.0,6.0,14.0,0,3,69,False,True,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-12,14:30:00,2020-01-12 14:30:00,2020.0,1.0,12.0,6.0,14.0,0,3,69,True,False,False
1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-13,07:39:00,2020-01-13 07:39:00,2020.0,1.0,13.0,0.0,7.0,1,8,290,False,True,False
1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-13,07:39:00,2020-01-13 07:39:00,2020.0,1.0,13.0,0.0,7.0,1,8,290,False,False,True
0.0,Ambalantota,Kalametiya Road,6.087528,80.9468062,2020-01-14,09:22:00,2020-01-14 09:22:00,2020.0,1.0,14.0,1.0,9.0,0,0,222,True,False,False
1.0,Tangalle,Marakolliya Tangalle,6.059,80.821,2020-01-14,16:28:00,2020-01-14 16:28:00,2020.0,1.0,14.0,1.0,16.0,1,8,290,False,False,True
0.0,Hambantota,Unnamed Road Southern Province,6.2327684,81.1596741,2020-01-15,06:30:00,2020-01-15 06:30:00,2020.0,1.0,15.0,2.0,6.0,0,3,504,False,True,False
0.0,Hambantota,Unnamed Road Southern Province,6.2327684,81.1596741,2020-01-15,06:30:00,2020-01-15 06:30:00,2020.0,1.0,15.0,2.0,6.0,0,3,504,False,False,True
1.0,Weeraketiya,Udukiriwala Wewa,6.161,80.765,2020-01-15,08:29:00,2020-01-15 08:29:00,2020.0,1.0,15.0,2.0,8.0,1,11,498,False,False,True
0.0,Lunugamvehera,B Kirinda Southern Province,6.2009092,81.1985739,2020-01-15,13:08:00,2020-01-15 13:08:00,2020.0,1.0,15.0,2.0,13.0,0,5,20,False,False,True
0.0,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-01-15,14:08:00,2020-01-15 14:08:00,2020.0,1.0,15.0,2.0,14.0,0,5,132,False,True,False
0.0,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-01-15,14:08:00,2020-01-15 14:08:00,2020.0,1.0,15.0,2.0,14.0,0,5,132,True,False,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,0,3,69,True,False,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,0,3,69,False,False,True
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,False,True,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,True,False,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,False,True,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,False,False,True
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,1,3,69,True,False,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-16,06:00:00,2020-01-16 06:00:00,2020.0,1.0,16.0,3.0,6.0,0,3,69,False,True,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020.0,1.0,16.0,3.0,7.0,0,9,582,False,True,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020.0,1.0,16.0,3.0,7.0,0,9,582,True,False,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-16,07:00:00,2020-01-16 07:00:00,2020.0,1.0,16.0,3.0,7.0,0,9,582,False,False,True
0.0,Ambalantota,Kalametiya,6.0977986,80.9622002,2020-01-17,07:30:00,2020-01-17 07:30:00,2020.0,1.0,17.0,4.0,7.0,0,0,219,True,False,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020.0,1.0,18.0,5.0,6.0,0,9,582,False,True,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020.0,1.0,18.0,5.0,6.0,0,9,582,False,False,True
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-18,06:00:00,2020-01-18 06:00:00,2020.0,1.0,18.0,5.0,6.0,0,9,582,True,False,False
4.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-18,14:10:00,2020-01-18 14:10:00,2020.0,1.0,18.0,5.0,14.0,1,9,420,True,False,False
2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-18,14:10:00,2020-01-18 14:10:00,2020.0,1.0,18.0,5.0,14.0,1,9,420,False,True,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020.0,1.0,18.0,5.0,15.0,0,3,69,False,True,False
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020.0,1.0,18.0,5.0,15.0,0,3,69,False,False,True
0.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-18,15:00:00,2020-01-18 15:00:00,2020.0,1.0,18.0,5.0,15.0,0,3,69,True,False,False
2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-19,07:31:00,2020-01-19 07:31:00,2020.0,1.0,19.0,6.0,7.0,1,9,420,False,True,False
2.0,Thissamaharama,Southern Province,6.259359,81.404228,2020-01-19,07:31:00,2020-01-19 07:31:00,2020.0,1.0,19.0,6.0,7.0,1,9,420,True,False,False
30.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020.0,1.0,21.0,1.0,9.0,1,5,71,False,True,False
5.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020.0,1.0,21.0,1.0,9.0,1,5,71,True,False,False
4.0,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00,2020-01-21 09:12:00,2020.0,1.0,21.0,1.0,9.0,1,5,71,False,False,True
3.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-22,14:49:00,2020-01-22 14:49:00,2020.0,1.0,22.0,2.0,14.0,1,9,574,False,False,True
28.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-22,14:49:00,2020-01-22 14:49:00,2020.0,1.0,22.0,2.0,14.0,1,9,574,False,True,False
6.0,Thissamaharama,Tissamaharama General,6.2968527,81.2725068,2020-01-22,15:00:00,2020-01-22 15:00:00,2020.0,1.0,22.0,2.0,15.0,1,9,475,True,False,False
6.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,06:00:00,2020-01-23 06:00:00,2020.0,1.0,23.0,3.0,6.0,1,9,582,False,False,True
50.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,06:00:00,2020-01-23 06:00:00,2020.0,1.0,23.0,3.0,6.0,1,9,582,False,True,False
5.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,06:00:00,2020-01-23 06:00:00,2020.0,1.0,23.0,3.0,6.0,1,9,582,True,False,False
5.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-23,06:48:00,2020-01-23 06:48:00,2020.0,1.0,23.0,3.0,6.0,1,9,574,False,False,True
48.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-23,06:48:00,2020-01-23 06:48:00,2020.0,1.0,23.0,3.0,6.0,1,9,574,False,True,False
4.0,Thissamaharama,Yala National Park  Palatupana Entrance Southern Province,6.2810253,81.4017965,2020-01-23,06:48:00,2020-01-23 06:48:00,2020.0,1.0,23.0,3.0,6.0,1,9,574,True,False,False
3.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,08:00:00,2020-01-23 08:00:00,2020.0,1.0,23.0,3.0,8.0,1,9,582,False,False,True
15.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,08:00:00,2020-01-23 08:00:00,2020.0,1.0,23.0,3.0,8.0,1,9,582,True,False,False
9.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-23,08:00:00,2020-01-23 08:00:00,2020.0,1.0,23.0,3.0,8.0,1,9,582,False,True,False
1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2020-01-23,17:16:00,2020-01-23 17:16:00,2020.0,1.0,23.0,3.0,17.0,1,9,141,False,False,True
10.0,Thissamaharama,Tissamaharama Southern Province,6.2867837,81.2778254,2020-01-23,17:34:00,2020-01-23 17:34:00,2020.0,1.0,23.0,3.0,17.0,1,9,476,True,False,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-24,05:00:00,2020-01-24 05:00:00,2020.0,1.0,24.0,4.0,5.0,0,9,582,False,False,True
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-24,05:00:00,2020-01-24 05:00:00,2020.0,1.0,24.0,4.0,5.0,0,9,582,True,False,False
0.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2020-01-24,05:00:00,2020-01-24 05:00:00,2020.0,1.0,24.0,4.0,5.0,0,9,582,False,True,False
4.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2020-01-24,06:00:00,2020-01-24 06:00:00,2020.0,1.0,24.0,4.0,6.0,1,0,220,True,False,False
21.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-24,06:09:00,2020-01-24 06:09:00,2020.0,1.0,24.0,4.0,6.0,1,3,69,True,False,False
4.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-24,06:09:00,2020-01-24 06:09:00,2020.0,1.0,24.0,4.0,6.0,1,3,69,False,True,False
1.0,Hambantota,Bundala NP General,6.188598,81.2200356,2020-01-24,06:09:00,2020-01-24 06:09:00,2020.0,1.0,24.0,4.0,6.0,1,3,69,False,False,True
