COMMON NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
Blue-tailed Bee-eater,16,Thissamaharama,Yala National Park,6.3675717,81.5169788,2022-10-31,06:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-10-29,05:57:00
Blue-tailed Bee-eater,100,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-28,06:30:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-06,06:00:00
Blue-tailed Bee-eater,100,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-28,06:30:00
Blue-tailed Bee-eater,16,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-28,05:28:00
Blue-tailed Bee-eater,3,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-06,06:00:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa,6.290992,81.263056,2022-11-27,15:49:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa,6.290992,81.263056,2022-11-27,15:49:00
Blue-tailed Bee-eater,1,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-11-24,08:35:00
Blue-tailed Bee-eater,X,Thissamaharama,Yoda Lake,6.267568,81.3103445,2022-11-26,15:22:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala,6.312345,81.448727,2022-11-18,15:05:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-27,05:53:00
Blue-tailed Bee-eater,3,Thissamaharama,Debarawewa Southern Province,6.2904441,81.2611867,2022-11-27,15:50:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-23,14:44:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-21,08:40:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala NP,6.3492474,81.4158026,2022-11-28,06:00:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-22,06:00:00
Blue-tailed Bee-eater,7,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-11-26,14:26:00
Blue-tailed Bee-eater,2,Thissamaharama,Southern Province,6.29209,81.2822025,2022-11-19,16:09:00
Blue-tailed Bee-eater,14,Thissamaharama,Kirinda  Palatupana  Yala Road Southern Province,6.3033483,81.4423108,2022-11-18,06:09:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-20,05:22:00
Blue-tailed Bee-eater,5,Thissamaharama,Wirawila Tissa Sanctuary,6.2990977,81.248147,2022-12-21,07:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Wirawila,6.2825812,81.2324381,2022-12-21,11:30:00
Blue-tailed Bee-eater,1,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-06,16:00:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-13,06:00:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala Saltern  Palatupana,6.2567,81.3802,2022-12-18,11:42:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-07,05:42:00
Blue-tailed Bee-eater,20,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-17,12:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-26,07:00:00
Blue-tailed Bee-eater,2,Thissamaharama,Kirinda  Palatupana  Yala Road Southern Province,6.2742984,81.404126,2022-12-18,07:19:00
Blue-tailed Bee-eater,20,Thissamaharama,Yala National Park,6.293,81.4304,2022-12-18,07:50:00
Blue-tailed Bee-eater,17,Thissamaharama,Palatupana,6.2621478,81.3824272,2022-12-25,17:35:00
Blue-tailed Bee-eater,6,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2022-12-20,06:15:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-25,11:27:00
Blue-tailed Bee-eater,20,Thissamaharama,Palatupana saltern,6.2498537,81.3702776,2022-12-18,11:42:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala buffer zone,6.2513,81.3215,2022-12-02,06:17:00
Blue-tailed Bee-eater,50,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2022-12-18,07:50:00
Blue-tailed Bee-eater,12,Thissamaharama,Debarawewa Lake  surrounding area,6.2966209,81.2703078,2022-12-08,10:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2022-12-19,16:40:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,10:06:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00
Blue-tailed Bee-eater,1,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-01-11,16:16:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00
Blue-tailed Bee-eater,1,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-01-11,16:16:00
Blue-tailed Bee-eater,30,Thissamaharama,Yala National Park,6.2943681,81.4311583,2023-01-20,14:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Weliaragoda Wetland,6.291246,81.297683,2023-01-27,06:35:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park,6.2943681,81.4311583,2023-01-08,06:00:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,10:06:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-24,13:48:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00
Blue-tailed Bee-eater,30,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-22,06:22:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,06:05:00
Blue-tailed Bee-eater,30,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-22,06:22:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,5,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-26,16:45:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-29,06:11:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,20,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-11,17:13:00
Blue-tailed Bee-eater,4,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-10,16:20:00
Blue-tailed Bee-eater,20,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-11,17:13:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-25,15:07:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,30,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-22,06:22:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-25,06:30:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-24,07:37:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,10:06:00
Blue-tailed Bee-eater,X,Thissamaharama,Tissamaharama Southern Province,6.287125,81.277595,2023-01-23,15:37:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,10:06:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,10:06:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,16:50:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-01,06:27:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-10,14:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-01-09,06:00:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-09,15:46:00
Blue-tailed Bee-eater,4,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-01-10,16:20:00
Blue-tailed Bee-eater,2,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,10:23:00
Blue-tailed Bee-eater,2,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,10:23:00
Blue-tailed Bee-eater,2,Thissamaharama,Atulla Lagoon,6.2360897,81.3605895,2023-02-06,08:50:00
Blue-tailed Bee-eater,2,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,10:23:00
Blue-tailed Bee-eater,7,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,06:35:00
Blue-tailed Bee-eater,2,Thissamaharama,Godakalapuwa Kirinda  Palatupana  Yala Road Southern Province,6.278731,81.4078214,2023-02-06,08:50:00
Blue-tailed Bee-eater,2,Thissamaharama,Atulla Lagoon,6.2360897,81.3605895,2023-02-06,08:50:00
Blue-tailed Bee-eater,5,Thissamaharama,Sithulpawwa,6.3868929,81.4489817,2023-02-10,16:03:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-05,16:03:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-02-06,11:17:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-13,06:21:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-02-06,11:17:00
Blue-tailed Bee-eater,3,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-21,14:15:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-13,06:21:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-02-06,11:17:00
Blue-tailed Bee-eater,32,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-02-05,15:15:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-13,06:21:00
Blue-tailed Bee-eater,7,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,06:35:00
Blue-tailed Bee-eater,32,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-02-05,15:15:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-02-05,16:38:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-02-06,11:17:00
Blue-tailed Bee-eater,2,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,10:23:00
Blue-tailed Bee-eater,5,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-01,15:00:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-21,06:11:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-13,06:21:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-05,16:03:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-02-06,11:17:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-02-02,06:00:00
Blue-tailed Bee-eater,7,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,06:35:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-05,16:03:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-05,16:03:00
Blue-tailed Bee-eater,2,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,10:23:00
Blue-tailed Bee-eater,32,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-02-05,15:15:00
Blue-tailed Bee-eater,32,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-02-05,15:15:00
Blue-tailed Bee-eater,7,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,06:35:00
Blue-tailed Bee-eater,7,Thissamaharama,Palatupana Area,6.2770514,81.4027398,2023-02-06,06:35:00
Blue-tailed Bee-eater,32,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-02-05,15:15:00
Blue-tailed Bee-eater,2,Thissamaharama,Atulla Lagoon,6.2360897,81.3605895,2023-02-06,08:50:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-02-05,16:03:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-02-05,16:38:00
Blue-tailed Bee-eater,2,Thissamaharama,Godakalapuwa Kirinda  Palatupana  Yala Road Southern Province,6.278731,81.4078214,2023-02-06,08:50:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-02-05,16:38:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-02-05,16:38:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-02-05,16:38:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-31,13:30:00
Blue-tailed Bee-eater,12,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-19,07:00:00
Blue-tailed Bee-eater,5,Thissamaharama,Sandungama Road Tissamaharama Southern Province,6.2902761,81.2757424,2023-03-03,11:46:00
Blue-tailed Bee-eater,3,Thissamaharama,Tissamaharama general area,6.2820847,81.2868676,2023-03-18,15:30:00
Blue-tailed Bee-eater,X,Thissamaharama,Tissamaharama general area,6.2820847,81.2868676,2023-03-22,09:00:00
Blue-tailed Bee-eater,20,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-04,06:07:00
Blue-tailed Bee-eater,5,Thissamaharama,Sandungama Road Tissamaharama Southern Province,6.2902761,81.2757424,2023-03-03,11:46:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-15,06:53:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-13,09:35:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-03-03,07:44:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-13,14:36:00
Blue-tailed Bee-eater,X,Thissamaharama,Yodha Wewa Southern Province,6.292639,81.304215,2023-03-22,10:41:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-02,05:51:00
Blue-tailed Bee-eater,X,Thissamaharama,Wild Trails Yala,6.27409,81.370963,2023-03-29,07:00:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-13,06:15:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-02,06:16:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-10,14:45:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-28,06:40:00
Blue-tailed Bee-eater,2,Thissamaharama,KirindaPalatupanaYala Road Southern Province,6.250676,81.370008,2023-03-01,15:35:00
Blue-tailed Bee-eater,X,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-03-04,06:33:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-02,05:51:00
Blue-tailed Bee-eater,12,Thissamaharama,Buthawa Yala National park,6.3927456,81.4466933,2023-03-17,06:00:00
Blue-tailed Bee-eater,2,Thissamaharama,KirindaPalatupanaYala Road Southern Province,6.250676,81.370008,2023-03-01,15:35:00
Blue-tailed Bee-eater,14,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-03-16,07:24:00
Blue-tailed Bee-eater,5,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2023-03-03,14:47:00
Blue-tailed Bee-eater,4,Thissamaharama,Tissamaharama general area,6.2820847,81.2868676,2023-03-20,15:45:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-03-05,15:54:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-12,06:17:00
Blue-tailed Bee-eater,5,Thissamaharama,Sandungama Road Tissamaharama Southern Province,6.2902761,81.2757424,2023-03-03,11:46:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-03-27,06:00:00
Blue-tailed Bee-eater,5,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2023-03-03,14:47:00
Blue-tailed Bee-eater,7,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2023-03-07,06:39:00
Blue-tailed Bee-eater,1,Thissamaharama,Thissa  Kataragama Road chef lady,6.28942,81.2943,2023-03-26,09:43:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-03-05,15:54:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-11,06:00:00
Blue-tailed Bee-eater,13,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-02,06:02:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-02,15:21:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-09,14:34:00
Blue-tailed Bee-eater,2,Thissamaharama,Jetwing Yala Road Palatupana Southern Province,6.2510449,81.397808,2023-04-10,11:20:00
Blue-tailed Bee-eater,3,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-01,14:29:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-04-10,10:08:00
Blue-tailed Bee-eater,1,Thissamaharama,Nature Lovers Resort Kirinda Southern Province,6.2291947,81.3342011,2023-04-03,06:22:00
Blue-tailed Bee-eater,2,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-09-11,16:25:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-09-13,06:11:00
Blue-tailed Bee-eater,2,Thissamaharama,Lake View Cottage  Tissamaharama,6.298747,81.284055,2023-09-05,15:46:00
Blue-tailed Bee-eater,2,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-09-13,06:12:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-10-20,06:00:00
Blue-tailed Bee-eater,4,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-10-15,12:18:00
Blue-tailed Bee-eater,30,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2023-10-21,11:15:00
Blue-tailed Bee-eater,2,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-10-12,14:31:00
Blue-tailed Bee-eater,50,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-10-22,06:15:00
Blue-tailed Bee-eater,4,Thissamaharama,Voccational Training Centre Tissamaharama,6.2805659,81.290316,2023-10-26,08:01:00
Blue-tailed Bee-eater,23,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-10-16,15:06:00
Blue-tailed Bee-eater,5,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-10-04,07:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-10-20,14:23:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2023-10-26,05:42:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala NP block I From Y junction To Sithulpawwa Road Southern Province,6.3981365,81.4718968,2023-10-12,10:19:00
Blue-tailed Bee-eater,6,Thissamaharama,Yala National Park Block I Katagamuwa Entrance Southern Province,6.3889315,81.4138879,2023-10-30,06:01:00
Blue-tailed Bee-eater,6,Thissamaharama,Kirinda  Palatupana  Yala Road Palatupana Southern Province,6.2415137,81.3641986,2023-10-19,07:04:00
Blue-tailed Bee-eater,5,Thissamaharama,Menikganga to Katagamuwa Sanctuary Yala Block I Southern Province,6.3693031,81.5176406,2023-10-30,14:04:00
Blue-tailed Bee-eater,1,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-10-19,16:55:00
Blue-tailed Bee-eater,6,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2023-10-26,07:34:00
Blue-tailed Bee-eater,4,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-10-15,12:18:00
Blue-tailed Bee-eater,30,Thissamaharama,Palatupana Wetland,6.2336663,81.35818,2023-10-27,09:45:00
Blue-tailed Bee-eater,20,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-10-27,06:38:00
Blue-tailed Bee-eater,X,Thissamaharama,JETWING YALA HOTEL,6.250965,81.396149,2023-10-22,05:46:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park Block I Katagamuwa Entrance Southern Province,6.3889315,81.4138879,2023-10-12,06:04:00
Blue-tailed Bee-eater,3,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-23,15:30:00
Blue-tailed Bee-eater,11,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-14,06:21:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-27,08:46:00
Blue-tailed Bee-eater,25,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-22,07:00:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-05,15:28:00
Blue-tailed Bee-eater,10,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-11-03,15:20:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-03,09:25:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-04,06:15:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-27,08:46:00
Blue-tailed Bee-eater,7,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-11-24,11:10:00
Blue-tailed Bee-eater,X,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-11-02,16:00:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-20,13:50:00
Blue-tailed Bee-eater,32,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-23,05:57:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-21,05:49:00
Blue-tailed Bee-eater,6,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-20,14:00:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-03,08:30:00
Blue-tailed Bee-eater,3,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-25,07:00:00
Blue-tailed Bee-eater,3,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2023-11-23,06:47:00
Blue-tailed Bee-eater,1,Thissamaharama,Cinnamon Wild Hotel Palatupana Southern Province,6.2591367,81.4046604,2023-11-15,16:09:00
Blue-tailed Bee-eater,1,Thissamaharama,Sri Kawanthissa Vocational Training Center,6.2805709,81.2901642,2023-11-16,14:30:00
Blue-tailed Bee-eater,30,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-24,06:00:00
Blue-tailed Bee-eater,5,Thissamaharama,Voccational Training Centre Tissamaharama,6.2805659,81.290316,2023-11-24,16:34:00
Blue-tailed Bee-eater,X,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-11-02,16:00:00
Blue-tailed Bee-eater,6,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2023-11-03,15:55:00
Blue-tailed Bee-eater,1,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-07,16:35:00
Blue-tailed Bee-eater,12,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-15,05:33:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-03,08:30:00
Blue-tailed Bee-eater,1,Thissamaharama,Pannegamuwa Tank,6.3094753,81.2354842,2023-11-03,12:44:00
Blue-tailed Bee-eater,10,Thissamaharama,Palatupana Southern Province,6.2479069,81.3674272,2023-11-27,05:55:00
Blue-tailed Bee-eater,4,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-03,08:30:00
Blue-tailed Bee-eater,X,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-05,06:30:00
Blue-tailed Bee-eater,8,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-15,05:47:00
Blue-tailed Bee-eater,10,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2023-11-27,08:46:00
Blue-tailed Bee-eater,10,Thissamaharama,Palatupana Southern Province,6.2479069,81.3674272,2023-11-27,05:55:00
