GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 49
URN:CornellLabOfOrnithology:EBIRD:OBS1820172316,2023-10-22 19:58:56.358746,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Embilikala Lagoon,L12866540,P,6.1996336,81.2008713,2023-09-06,10:34:00,obsr1793930,S149103737,Traveling,P22,EBIRD,98.0,12.26,,5.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1860800785,2023-10-27 20:47:37.982578,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,10,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-10-27,11:04:00,obsr2460183,S153152569,Traveling,P22,EBIRD,45.0,15.0,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1864523891,2023-11-01 01:22:36.486169,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Lunugamwehera,L27766238,P,6.3507618,81.2042425,2023-10-22,10:35:00,obsr419757,S153508467,Stationary,P21,EBIRD,35.0,,,3.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1864095451,2023-10-31 11:52:31.89622,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"EmbilikalalSouthern Province, LK (6.201, 81.198)",L27758524,P,6.2010717,81.19792,2023-10-31,16:52:00,obsr225081,S153472578,Traveling,P22,EBIRD,34.0,0.39,,1.0,1,G11069197,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1863960687,2023-10-31 11:52:31.89622,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"EmbilikalalSouthern Province, LK (6.201, 81.198)",L27758524,P,6.2010717,81.19792,2023-10-31,16:52:00,obsr2274768,S153459995,Traveling,P22,EBIRD,34.0,0.39,,1.0,1,G11069197,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1860607004,2023-10-26 23:25:12.604478,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Mattala, Southern Province, LK (6.315, 81.118)",L27695460,P,6.3154108,81.1176929,2023-10-27,08:11:00,obsr1623604,S153134998,Traveling,P22,EBIRD,25.0,0.23,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1885791654,2023-12-11 06:34:01.330507,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr722164,S155368012,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1885848049,2023-12-11 06:34:01.330507,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr962124,S155373209,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1881069995,2023-11-21 21:10:41.446841,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Lunugamwehera - Airport Road, Southern Province, LK (6.343, 81.151)",L21799950,P,6.3425632,81.1506104,2023-11-22,06:27:00,obsr1623604,S154944445,Stationary,P21,EBIRD,17.0,,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1882349431,2024-08-25 13:25:32.708846,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,19,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala National Park,L8166557,P,6.2000974,81.2131957,2023-11-23,05:59:00,obsr546477,S155064743,Traveling,P22,EBIRD,342.0,18.95,,10.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1881051720,2023-11-21 20:59:35.315584,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Lunugamwehera - Airport Road, Southern Province, LK (6.343, 81.151)",L21799950,P,6.3425632,81.1506104,2023-11-22,07:17:00,obsr1623604,S154943858,Traveling,P22,EBIRD,6.0,0.14,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1914462568,2024-01-03 12:03:17.750288,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Lunungamwehera - Katarangama Road,L28606322,P,6.3543067,81.2068015,2023-11-23,15:00:00,obsr823771,S157949683,Traveling,P22,EBIRD,150.0,5.0,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1866712864,2023-11-18 07:35:14.413886,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-04,06:23:00,obsr462388,S153692506,Traveling,P22,EBIRD,33.0,1.355,,11.0,1,,0,1,0,,Bundala NP,,
URN:CornellLabOfOrnithology:EBIRD:OBS1884918122,2024-10-04 07:00:07.054671,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-27,06:19:00,obsr157963,S155295494,Traveling,P22,EBIRD,113.0,3.621,,3.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1889104779,2023-12-11 06:34:01.330507,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr1040859,S155644780,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1915436751,2024-01-04 13:11:24.802002,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Lunungamwehera - Katarangama Road,L28606322,P,6.3543067,81.2068015,2023-11-24,15:30:00,obsr823771,S158053930,Traveling,P22,EBIRD,240.0,5.0,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1886270794,2023-12-11 06:34:01.330507,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr1193029,S155408246,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1882023106,2023-11-23 11:13:49.370786,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-11-21,13:00:00,obsr1737816,S155031331,Traveling,P22,EBIRD,120.0,20.0,,3.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1885593293,2023-12-11 06:34:01.330507,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr685625,S155351202,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1885790566,2023-12-12 00:00:59.648843,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,18,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-11-28,06:46:00,obsr751722,S155367974,Traveling,P22,EBIRD,92.0,1.706,,13.0,1,G11216106,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1894325519,2023-12-10 13:18:20.755823,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-12-10,14:49:00,obsr3265943,S156090835,Traveling,P22,EBIRD,193.0,1.92,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1895621451,2023-12-12 12:02:27.755556,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Bundala National Park LK-Southern Province (6.2010,81.2152)",L28255601,P,6.201007,81.215191,2023-12-12,09:00:00,obsr813357,S156198533,Traveling,P22,EBIRD,120.0,8.0,,4.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1897321824,2023-12-15 04:00:09.292549,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Park Road Up To Entrance,L28280431,P,6.1998925,81.212461,2023-12-15,07:37:00,obsr1623604,S156339792,Traveling,P22,EBIRD,46.0,3.28,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1927361631,2024-04-16 13:00:06.862904,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-12-16,09:36:00,obsr4663109,S159201538,Traveling,P22,EBIRD,101.0,6.272,,1.0,1,G11547023,0,1,0,,,Appropriate habitat,
URN:CornellLabOfOrnithology:EBIRD:OBS1903801406,2023-12-23 03:35:59.221883,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,CCR Tlssamaharama,L28388795,P,6.340662,81.302063,2023-12-23,06:48:00,obsr1510353,S156898686,Stationary,P21,EBIRD,110.0,,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1919216692,2024-04-30 18:40:19.67625,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,7,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Airport Entrance Road, Southern Province, LK (6.321, 81.124)",L28703067,P,6.3205828,81.1236387,2023-12-29,14:24:00,obsr564248,S158448984,Stationary,P21,EBIRD,5.0,,,2.0,1,G11489647,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1897944487,2024-04-05 13:07:10.578057,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2023-12-16,09:36:00,obsr1233783,S156408667,Traveling,P22,EBIRD,101.0,6.272,,1.0,1,G11547023,0,1,0,,,Appropriate habitat,
URN:CornellLabOfOrnithology:EBIRD:OBS1907800139,2023-12-28 06:25:13.282993,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Uda Maththala, Southern Province, LK (6.344, 81.153)",L28473750,P,6.3443936,81.1528369,2023-12-28,16:53:00,obsr1001147,S157302505,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1908379102,2023-12-28 23:37:07.46239,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"B499 Kirinda, Southern Province, LK (6.201, 81.199)",L28486805,P,6.2007983,81.199205,2023-12-28,07:23:00,obsr237699,S157363950,Traveling,P22,EBIRD,82.0,0.692,,1.0,1,,0,1,0,,"rain, waded through the roadway, then turned around",,
URN:CornellLabOfOrnithology:EBIRD:OBS1893409989,2023-12-09 11:25:37.068461,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-09,13:27:00,obsr3265943,S156011952,Traveling,P22,EBIRD,168.0,7.67,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1895013376,2023-12-11 12:31:45.461176,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-11,15:15:00,obsr3265943,S156148239,Traveling,P22,EBIRD,162.0,10.52,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1929735049,2024-10-22 17:15:02.101604,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-31,06:30:00,obsr990141,S159422808,Traveling,P22,EBIRD,60.0,10.0,,8.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1929724394,2024-01-21 01:31:22.44041,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-31,10:00:00,obsr990141,S159421844,Traveling,P22,EBIRD,120.0,10.0,,8.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1904834159,2023-12-24 09:12:11.207544,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,CCR Tlssamaharama,L28388795,P,6.340662,81.302063,2023-12-24,12:19:00,obsr1510353,S156999626,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1919225095,2024-04-30 18:40:19.67625,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,7,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Airport Entrance Road, Southern Province, LK (6.321, 81.124)",L28703067,P,6.3205828,81.1236387,2023-12-29,14:24:00,obsr3348553,S158448983,Stationary,P21,EBIRD,5.0,,,2.0,1,G11489647,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1897262543,2023-12-15 00:21:01.059714,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-15,09:33:00,obsr3265943,S156336686,Stationary,P21,EBIRD,70.0,,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1895619916,2024-10-01 10:11:51.616122,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,X,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Senasuma Wetland,L3401642,H,6.20461,81.19784,2023-12-12,11:27:00,obsr3265943,S156199653,Traveling,P22,EBIRD,315.0,7.9,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933065056,2024-08-25 13:25:32.708846,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,15,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Border Of Bundala,L28855776,P,6.2012617,81.19631,2024-01-20,06:31:00,obsr4630913,S159728727,Traveling,P22,EBIRD,162.0,2.9,,2.0,1,G11586198,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933243485,2024-01-25 09:17:29.63488,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Embilikala To Park Office, Bundala National Park",L28931774,P,6.1987866,81.2074436,2024-01-25,07:21:00,obsr1001137,S159744926,Traveling,P22,EBIRD,15.0,0.63,,5.0,1,G11587256,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1931564406,2024-03-16 07:00:03.030634,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2024-01-23,07:51:00,obsr3183011,S159592936,Traveling,P22,EBIRD,167.0,13.347,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933854115,2024-01-26 04:13:09.385121,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Tranquil Wild Thanamalwila,L28941918,P,6.414374,81.129946,2024-01-26,13:47:00,obsr2086229,S159802090,Stationary,P21,EBIRD,11.0,,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933846386,2024-01-26 02:44:12.741754,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Embilikala To Park Office, Bundala National Park",L28931774,P,6.1987866,81.2074436,2024-01-25,07:21:00,obsr4394694,S159801128,Traveling,P22,EBIRD,15.0,0.63,,5.0,1,G11587256,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933243446,2024-01-25 09:17:29.577637,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Embilikala To Park Office, Bundala National Park",L28931774,P,6.1987866,81.2074436,2024-01-25,07:21:00,obsr225081,S159744925,Traveling,P22,EBIRD,15.0,0.63,,5.0,1,G11587256,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933090584,2024-03-02 06:20:25.089397,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2024-01-25,07:15:00,obsr1058403,S159729346,Traveling,P22,EBIRD,250.0,0.59,,1.0,1,,0,1,0,,WWJith tour with Chamil,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933367645,2024-01-30 08:42:47.540362,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Causeway near Park Office,L28978455,P,6.2000743,81.213326,2024-01-25,07:53:00,obsr580318,S159758292,Traveling,P22,EBIRD,32.0,0.38,,5.0,1,G11587838,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1928618053,2024-08-25 13:25:32.708846,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,15,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Border Of Bundala,L28855776,P,6.2012617,81.19631,2024-01-20,06:31:00,obsr2882675,S159321194,Traveling,P22,EBIRD,162.0,2.9,,2.0,1,G11586198,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1929886852,2024-01-21 07:53:16.176639,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Lagoon Inn,L28834520,P,6.2002783,81.194955,2024-01-21,16:59:00,obsr2882675,S159434316,Traveling,P22,EBIRD,83.0,0.46,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933189738,2024-01-25 07:53:06.796824,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Auto selected 6.41450, 81.13043",L28931043,P,6.414504,81.130433,2024-01-25,18:11:00,obsr2086229,S159739850,Stationary,P21,EBIRD,11.0,,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1934390634,2024-01-26 17:37:10.768025,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,5,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Auto selected 6.41450, 81.13043",L28931043,P,6.414504,81.130433,2024-01-26,06:03:00,obsr2086229,S159795026,Traveling,P22,EBIRD,86.0,0.383,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933060483,2024-01-25 01:04:30.609431,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,1,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Lagoon Inn,L28834520,P,6.2002783,81.194955,2024-01-22,08:04:00,obsr4630913,S159728726,Stationary,P21,EBIRD,13.0,,,2.0,1,G11586197,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933235472,2024-01-25 09:17:29.577637,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,2,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,"Embilikala To Park Office, Bundala National Park",L28931774,P,6.1987866,81.2074436,2024-01-25,07:21:00,obsr580318,S159744218,Traveling,P22,EBIRD,15.0,0.63,,5.0,1,G11587256,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933901061,2024-01-26 06:45:26.968855,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,3,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Ranawaranawa Lake,L28942426,P,6.414713,81.129803,2024-01-26,16:00:00,obsr2086229,S159805606,Stationary,P21,EBIRD,45.0,,,1.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1931565430,2024-08-25 12:59:47.165411,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,8,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,Bundala Freshwater Marsh,L8067960,H,6.1963995,81.2109113,2024-01-23,06:19:00,obsr141379,S159592925,Traveling,P22,EBIRD,258.0,14.578,,7.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933017669,2024-04-11 13:46:46.653602,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,"Auto selected 6.19948, 81.21113",L28928270,P,6.199478,81.211133,2024-01-25,07:53:00,obsr1001137,S159725337,Traveling,P22,EBIRD,32.0,0.38,,5.0,1,G11587838,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1934802572,2024-01-27 11:06:57.885357,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,,,,,Tranquil Wild Thanamalwila,L28941918,P,6.414374,81.129946,2024-01-27,06:22:00,obsr2086229,S159870552,Traveling,P22,EBIRD,68.0,1.405,,2.0,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1933842151,2024-01-30 08:42:47.540362,24523,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,,,,4,,,,,Sri Lanka,LK,Hambantota,LK-33,Lunugamvehera,LK-33-006,BIRDLIFE_15327,,,,"Auto selected 6.19948, 81.21113",L28928270,P,6.199478,81.211133,2024-01-25,07:53:00,obsr225081,S159800815,Traveling,P22,EBIRD,32.0,0.38,,5.0,1,G11587838,0,1,0,,,,
