LATITUDE,LONGITUDE,ScaledCountPerMinute,ScaledCountPerKM,Season_Northeast Monsoon,Season_Southwest Monsoon,TimeOfDay_Morning,Month,DayOfWeek,OBSERVATION COUNT
6.011952,80.7829341,-0.5729315449280724,-0.17073252789150967,False,False,True,3,3,
6.069816,80.892274,-0.39984872142634315,-0.0601336147954404,False,False,False,4,4,1.0
6.0523931,80.8341408,-0.3394709922978329,-0.1310787712448702,False,False,False,4,5,2.0
6.0236483,80.7949486,-0.5729315449280724,-0.17073252789150967,False,False,True,8,1,
6.0451498,80.7986897,-0.5729315449280724,-0.17073252789150967,True,False,True,12,0,
6.2885959,81.2879062,-0.46138928089362463,0.15442827661093395,True,False,False,1,0,2.0
6.3531747,81.4722061,-0.19382264148772885,-0.13746867605191113,True,False,True,1,6,50.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,True,False,True,1,5,
6.2935227,81.2677467,0.09632203927861412,-0.0010834124989303896,True,False,True,1,5,6.0
6.296813,81.270306,-0.46138928089362463,-0.15890849863687537,True,False,False,1,3,2.0
6.2935227,81.2677467,-0.12676248879028137,-0.13232014696977978,True,False,True,1,5,4.0
6.3531747,81.4722061,-0.5367165241376672,-0.16823567003834106,True,False,True,1,4,5.0
6.3716425,81.5050842,-0.33296014023244774,-0.11318194302382052,True,False,False,1,1,12.0
6.284418,81.2332,0.7836635581935896,0.23319393732891713,True,False,True,1,1,10.0
6.2328926,81.3536954,1.354518777587185,0.08939611571044521,True,False,False,1,4,48.0
6.2912334,81.2682894,-0.283350667146333,-0.05320452626412041,True,False,False,1,0,3.0
6.3531747,81.4722061,-0.4512490750723112,-0.14581599114802737,True,False,True,1,1,4.0
6.28932,81.390609,2.582121066332021,0.06771872874361563,True,False,True,1,4,22.0
6.3531747,81.4722061,-0.029163007760139577,-0.1509889946895864,True,False,True,1,4,13.0
6.3531747,81.4722061,-0.4552893133292408,-0.16375233173045542,True,False,True,1,4,6.0
6.3531747,81.4722061,-0.42637966517478343,-0.16450399030885582,True,False,True,2,1,4.0
6.2885348,81.260379,-0.23830475282472913,0.03123070471870376,True,False,False,2,0,2.0
6.283272,81.4157,-0.395776184402773,-0.16474980839744446,True,False,False,2,4,6.0
6.2442417,81.3773055,3.012355513322034,0.3712021462792297,True,False,True,2,5,10.0
6.2973268,81.293968,-0.26562122564949187,-0.011209647514186578,True,False,False,2,5,6.0
6.3531747,81.4722061,-0.42637966517478343,-0.16450399030885582,True,False,True,2,1,4.0
6.2935227,81.2677467,1.1002024155886438,0.47958908111337756,True,False,True,2,3,20.0
6.2885959,81.2879062,-0.2888144572931583,-0.13091691917692475,True,False,False,2,5,3.0
6.2973268,81.293968,0.03548080435073355,0.07420969772238381,True,False,False,2,0,4.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,True,False,True,2,2,
6.2442417,81.3773055,3.012355513322034,0.3712021462792297,True,False,True,2,5,10.0
6.2885959,81.2879062,-0.2888144572931583,-0.13091691917692475,True,False,False,2,5,3.0
6.2928616,81.4304066,-0.5624744576748428,-0.16938554858536864,True,False,True,2,2,1.0
6.2935227,81.2677467,0.07058151680912612,-0.06760509227386183,True,False,True,2,3,10.0
6.3531747,81.4722061,-0.42637966517478343,-0.16450399030885582,True,False,True,2,1,4.0
6.267568,81.3103445,-0.35704329195817347,-0.13357129309123042,True,False,False,2,4,4.0
6.2814981,81.4125125,0.768130026478456,-0.12188863021946879,True,False,False,2,5,35.0
6.2814981,81.4125125,0.768130026478456,-0.12188863021946879,True,False,False,2,5,35.0
6.2592374,81.3874048,0.0007143843919446059,-0.05860811254583945,True,False,True,2,5,4.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,True,False,True,2,3,
6.3531747,81.4722061,-0.25921892733118806,-0.14855138246635774,True,False,True,2,6,45.0
6.2442417,81.3773055,3.012355513322034,0.3712021462792297,True,False,True,2,5,10.0
6.2945915,81.2598074,-0.12676248879028137,-0.04066820609053222,True,False,False,2,0,12.0
6.2935227,81.2677467,-0.49197345006436033,-0.1476551109644377,True,False,True,2,4,1.0
6.3531747,81.4722061,-0.49450339052885134,-0.1644059498600978,True,False,True,2,2,5.0
6.2814981,81.4125125,0.768130026478456,-0.12188863021946879,True,False,False,2,5,35.0
6.2935227,81.2677467,-0.4493009567125515,-0.14948296544853204,True,False,False,2,1,5.0
6.2495063,81.3825615,-0.29843300453079863,-0.07469347170935332,True,False,True,2,5,7.0
6.3531747,81.4722061,-0.4994768832468507,-0.16696560476242667,True,False,True,2,2,9.0
6.2814981,81.4125125,0.768130026478456,-0.12188863021946879,True,False,False,2,5,35.0
6.243248,81.3773412,1.5782406900219912,0.47958908111337756,True,False,True,2,5,3.0
6.3531747,81.4722061,-0.25921892733118806,-0.14855138246635774,True,False,True,2,6,45.0
6.2592374,81.3874048,0.0007143843919446059,-0.05860811254583945,True,False,True,2,5,4.0
6.2973268,81.293968,0.3682063078625805,0.3346987744438949,True,False,False,2,5,6.0
6.3531747,81.4722061,-0.4782258490497677,-0.16736298587594028,True,False,False,2,5,3.0
6.2495063,81.3825615,-0.29843300453079863,-0.07469347170935332,True,False,True,2,5,7.0
6.2495063,81.3825615,-0.29843300453079863,-0.07469347170935332,True,False,True,2,5,7.0
6.2935227,81.2677467,-0.5729315449280724,-0.17073252789150967,True,False,True,2,2,
6.3531747,81.4722061,-0.44585807957237245,-0.16549208407885108,True,False,False,2,2,6.0
6.243248,81.3773412,1.5782406900219912,0.47958908111337756,True,False,True,2,5,3.0
6.3531747,81.4722061,-0.42637966517478343,-0.16450399030885582,True,False,True,2,1,4.0
6.3531747,81.4722061,-0.08323380038659443,-0.10570036699102094,True,False,True,2,1,60.0
6.2592374,81.3874048,0.0007143843919446059,-0.05860811254583945,True,False,True,2,5,4.0
6.2442417,81.3773055,3.012355513322034,0.3712021462792297,True,False,True,2,5,10.0
6.2495063,81.3825615,-0.29843300453079863,-0.07469347170935332,True,False,True,2,5,7.0
6.2592374,81.3874048,0.0007143843919446059,-0.05860811254583945,True,False,True,2,5,4.0
6.2885348,81.260379,-0.23830475282472913,0.03123070471870376,True,False,False,2,0,2.0
6.283272,81.4157,-0.35039648614013474,-0.1608351819752421,True,False,True,2,4,9.0
6.2885959,81.2879062,-0.2888144572931583,-0.13091691917692475,True,False,False,2,5,3.0
6.2885959,81.2879062,-0.2888144572931583,-0.13091691917692475,True,False,False,2,5,3.0
6.2973268,81.293968,-0.26562122564949187,-0.011209647514186578,True,False,False,2,5,6.0
6.2973268,81.293968,0.03548080435073355,0.07420969772238381,True,False,False,2,0,4.0
6.2577175,81.2488445,-0.30403501555931445,-0.10105521264098603,False,False,False,3,3,3.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,False,3,4,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,3,3,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,3,5,
6.3669721,81.4396971,-0.5729315449280724,-0.17073252789150967,False,False,True,3,6,
6.2935227,81.2677467,-0.5311031959151545,-0.15456743693936234,False,False,False,3,6,2.0
6.2885959,81.2879062,-0.5729315449280724,-0.17073252789150967,False,False,False,3,2,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,3,3,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,3,6,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,3,1,
6.2874868,81.2911892,-0.39040784014443064,-0.04947927574640949,False,False,True,3,1,6.0
6.2810253,81.4017965,0.22324944317988232,-0.13493215209660206,False,False,False,3,3,23.0
6.3934331,81.441335,-0.33061559202565144,-0.10398397564760628,False,False,True,3,6,14.0
6.267568,81.3103445,-0.5251277174847376,-0.14379294176868915,False,False,False,3,0,2.0
6.2874868,81.2911892,-0.39040784014443064,-0.110124735812769,False,False,True,3,0,6.0
6.3531747,81.4722061,0.40306326537334547,-0.07744869053425125,False,False,True,3,5,7.0
6.2935227,81.2677467,9.465872218172226,-0.0899472348474243,False,False,False,3,0,2.0
6.3531747,81.4722061,-0.4994768832468507,-0.11368677271564236,False,False,True,3,4,3.0
6.2874868,81.2911892,-0.49857003557177393,-0.13031477717647627,False,False,True,3,0,2.0
6.2810253,81.4017965,-0.25921892733118806,-0.1370952032878086,False,False,False,3,3,3.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,2,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,2,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,3,
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,1,
